id|accountid|type|ownerid|deal_license_activation_start_date__c|deal_license_activation_end_date__c|closedate|createddate|opportunity_stage_status__c|leadsource_category__c|deal_total_non_recurring__c|deal_total_recurring__c|currencyisocode|LeadSource|Deal_use_case__c|name
00609000002J6TYAA0|00109000005gL8bAAE|New Business|00509000000V8eVAAS|2021-03-01|2022-02-28|2021-03-02|2021-01-27|Won|Marketing|0.0|30846.67|USD|Referral - Founders & Toucan's Network|Embedded Analytics for Software Companies|Persistent scalable neural-net
00609000002J9l4AAC|00109000005fxHoAAI|New Business|00509000000V8dwAAC|2021-03-01|2021-04-30|2021-04-30|2021-01-29|Open|SDR Generated|0.0|0.0|EUR|Sales Generated Lead - by SDR|No specific Use Case yet|Sharable radical structure
00609000002JYqcAAG|00109000005ft4AAAQ|Renew|00509000000WaKkAAK|2021-03-10|2022-03-09|2021-03-26|2021-02-17|Won|Marketing|0.0|77767.85|EUR| |Embedded Analytics for Software Companies|Progressive fresh-thinking collaboration
00609000002JM26AAG|00109000005gtqDAAQ|New Business|00509000000V8dwAAC|2021-03-01|2021-05-31|2021-02-25|2021-02-04|Lost|Marketing|0.0|0.0|EUR| | |Switchable clear-thinking secured line
00609000002JBedAAG|00109000005fruHAAQ|New Business|00509000002DYM9AAO|2021-03-30|2022-03-29|2021-03-26|2021-02-01|Won|Partner Sourced|0.0|158610.23|EUR|Partner Sourced - Alliances| |Pre-emptive content-based capability
00609000007UZ29AAG|00109000005fshdAAA|Upsell|00509000000V8dTAAS|2021-03-29|2022-03-28|2021-03-26|2021-03-26|Won|Sales Generated|0.0|13980.5|EUR|Sales Generated Lead - by AE/AM| |Ergonomic scalable archive
00609000007UewwAAC|00109000005fv7SAAQ|New Business|00509000000V8dTAAS|2021-04-12|2022-04-11|2021-04-12|2021-04-02|Won|Marketing|11033.9|22182.37|EUR|SEO - Organic|Comex Dashboard|Integrated radical function
00609000002J510AAC|00109000005ftcIAAQ|Renew|00509000000V8dSAAS|2021-04-01|2022-03-31|2021-03-31|2021-01-26|Open|Marketing|0.0|129124.73999999999|EUR| | |Self-enabling tangible hardware
00609000007UhM6AAK|00109000005fvDXAAY|Renew|00509000000V8drAAC|2021-04-01|2022-03-31|2021-04-01|2021-04-06|Open|Marketing|0.0|8660.22|EUR| | |Visionary hybrid frame
00609000002J50QAAS|00109000005fsBmAAI|Renew|00509000000V8dSAAS|2021-04-25|2022-04-24|2021-04-26|2021-01-26|Open|Marketing|0.0|0.0|EUR| | |Progressive discrete infrastructure
00609000002JYsxAAG|00109000005fwTcAAI|Renew|00509000000V8fOAAS|2021-04-01|2022-03-31|2021-04-01|2021-02-17|Open|Marketing|0.0|0.0|EUR| | |Decentralized incremental projection
00609000002J50TAAS|00109000005fsjiAAA|Renew|00509000000V8drAAC|2021-04-01|2022-03-31|2021-04-01|2021-01-26|Open|Marketing|0.0|35641.51|EUR| | |Function-based system-worthy artificial intelligence
00609000002J5ShAAK|00109000005fucKAAQ|Upsell|00509000000V8dTAAS|2021-04-30|2022-04-29|2021-03-30|2021-01-26|Won|Marketing|0.0|60560.090000000004|EUR| | |Devolved neutral middleware
00609000007UY1IAAW|0010900000Bxn2cAAB|New Business|00509000003zIYXAA2|2021-04-08|2022-04-07|2021-04-06|2021-03-24|Won|Marketing|0.0|48962.55|USD|Direct traffic|Embedded Analytics for Software Companies|Assimilated foreground orchestration
00609000006sZyDAAU|0010900000BwgJRAAZ|New Business|00509000002DYLzAAO|2021-04-14|2022-04-13|2021-05-15|2021-03-10|Open|Marketing|0.0|0.0|USD|Software Comparison|No specific Use Case yet|Automated analyzing portal
00609000002JZKAAA4|00109000009l1yDAAQ|New Business|00509000002DYLzAAO|2021-04-26|2023-04-25|2021-04-23|2021-02-17|Open|Marketing|0.0|34666.81|USD|Referral - Founders & Toucan's Network| |Realigned impactful Internet solution
00609000006sdQFAAY|00109000005ft8iAAA|Upsell|00509000000V8eGAAS|2021-04-01|2022-03-31|2021-03-24|2021-03-16|Won|Sales Generated|0.0|5566.78|EUR|Sales Generated Lead - by AE/AM| |Fully-configurable stable orchestration
00609000002Je82AAC|00109000005fsJDAAY|New Business|00509000002EFk2AAG|2021-04-30|2022-04-29|2021-03-31|2021-02-24|Won|Marketing|0.0|30190.31|EUR|Referral - Founders & Toucan's Network|Comex Dashboard|Optimized transitional strategy
00609000002JYqDAAW|00109000005frusAAA|Renew|00509000000WaNTAA0|2021-04-30|2022-04-29|2021-04-30|2021-02-17|Open|Marketing|0.0|0.0|EUR| | |Seamless tangible projection
00609000002JYt7AAG|00109000005fs2oAAA|Renew|00509000000WaNTAA0|2021-05-04|2022-05-03|2021-04-12|2021-02-17|Won|Marketing|0.0|24687.5|EUR| | |Fundamental executive access
00609000002Jdy5AAC|00109000009mm01AAA|New Business|00509000000V8euAAC|2021-05-01|2024-04-30|2021-03-29|2021-02-24|Won|Marketing|0.0|29629.45|EUR|Linkedin - Ads|Embedded Analytics for Software Companies|Integrated heuristic structure
00609000006saQqAAI|00109000005fsUGAAY|Upsell|00509000000V8eLAAS|2021-05-03|2022-05-02|2021-04-28|2021-03-11|Open|Marketing|0.0|0.0|EUR| | |Business-focused mobile moderator
00609000002J4yZAAS|00109000005fucKAAQ|Renew|00509000000V8dXAAS|2021-05-01|2022-04-30|2021-03-27|2021-01-26|Won|Marketing|0.0|40634.35|EUR| | |Assimilated executive circuit
00609000006sVqKAAU|00109000005fvFZAAY|Upsell|00509000000V8dwAAC|2021-05-15|2022-05-14|2021-05-15|2021-03-04|Open|Marketing|0.0|0.0|EUR| | |Multi-layered real-time open architecture
00609000002JYs9AAG|00109000005fs1JAAQ|Renew|00509000000WaNTAA0|2021-05-18|2022-05-17|2021-04-12|2021-02-17|Won|Marketing|0.0|11256.529999999999|EUR| | |Reverse-engineered mission-critical utilization
00609000007UecdAAC|00109000005fx6bAAA|New Business|00509000000V8euAAC|2021-05-01|2022-04-30|2021-04-30|2021-04-01|Open|Marketing|0.0|0.0|EUR|Referral - Founders & Toucan's Network|Embedded Analytics for Software Companies|Organic bandwidth-monitored installation
00609000006sZBEAA2|0010900000BwdotAAB|New Business|00509000000V8euAAC|2021-05-01|2022-04-30|2021-03-26|2021-03-09|Won|Marketing|0.0|8512.41|EUR|Referral - Ecosystem, Media & Influencers|Embedded Analytics for Software Companies|Configurable mobile monitoring
00609000002JYsiAAG|00109000005ftqiAAA|Renew|00509000000WaKkAAK|2021-05-22|2022-05-21|2021-05-22|2021-02-17|Open|Marketing|0.0|55429.08|EUR| |Embedded Analytics for Software Companies|Stand-alone foreground projection
00609000006sZ4mAAE|00109000005fsegAAA|New Business|00509000000V8eQAAS|2021-05-03|2022-05-02|2021-09-30|2021-03-09|Open|Marketing|0.0|0.0|EUR|SEO - Organic|Portal for Public Sector|Distributed empowering success
00609000002JYsdAAG|00109000005fx3HAAQ|Renew|00509000000WaNTAA0|2021-05-11|2022-05-10|2021-04-12|2021-02-17|Won|Marketing|0.0|6058.95|EUR| | |Decentralized stable implementation
00609000002JGt6AAG|00109000005fspBAAQ|Upsell|00509000000V8eLAAS|2021-06-29|2022-06-28|2021-03-29|2021-02-02|Won|Sales Generated|0.0|50413.75|EUR|Sales Generated Lead - by AE/AM|No specific Use Case yet|Profound analyzing concept
00609000002J50qAAC|00109000005g01pAAA|Renew|00509000000WaNTAA0|2021-06-02|2022-06-01|2021-04-12|2021-01-26|Won|Marketing|0.0|8031.92|EUR| | |User-centric 3rdgeneration success
00609000002J4zYAAS|00109000005ftAfAAI|Renew|00509000000V8dmAAC|2021-06-25|2022-06-24|2021-06-25|2021-01-26|Open|Marketing|0.0|0.0|EUR| | |Multi-channeled executive standardization
00609000006saWyAAI|00109000005frvSAAQ|Upsell|00509000000V8eQAAS|2021-06-01|2022-05-31|2021-07-30|2021-03-12|Open|Marketing|0.0|0.0|EUR| | |Realigned composite definition
00609000002JYs4AAG|00109000005fxilAAA|Renew|00509000000WaP5AAK|2021-06-01|2022-05-31|2021-04-15|2021-02-17|Won|Marketing|0.0|18956.92|EUR| | |Monitored user-facing moderator
00609000002J4xOAAS|00109000005ftKXAAY|Renew|00509000003zITvAAM|2021-06-28|2022-06-27|2021-06-28|2021-01-26|Open|Marketing|0.0|140695.71000000002|EUR| | |Customizable human-resource flexibility
00609000002JYsEAAW|00109000005frzbAAA|Renew|00509000000WaNTAA0|2021-06-15|2022-06-14|2021-04-12|2021-02-17|Won|Marketing|0.0|55960.16|EUR| | |Synchronized asymmetric forecast
00609000002J4yVAAS|00109000005fsUGAAY|Renew|00509000003zITvAAM|2021-07-15|2022-07-14|2021-07-15|2021-01-26|Open|Marketing|0.0|0.0|EUR| | |Upgradable system-worthy array
00609000002JYtDAAW|00109000005fvMSAAY|Renew|00509000000WaKkAAK|2021-07-01|2022-06-30|2021-07-01|2021-02-17|Open|Marketing|0.0|0.0|EUR| |Embedded Analytics for Software Companies|Innovative heuristic emulation
00609000002J4z1AAC|00109000005fuMAAAY|Renew|00509000000V8dcAAC|2021-07-01|2022-06-30|2021-07-01|2021-01-26|Open|Marketing|0.0|64409.43|EUR| | |Object-based multimedia process improvement
00609000002J50SAAS|00109000005g01pAAA|Renew|00509000000V8dSAAS|2021-07-15|2022-07-14|2021-07-15|2021-01-26|Open|Marketing|0.0|0.0|EUR| | |De-engineered regional frame
00609000002J4zHAAS|00109000005ftr5AAA|Renew|00509000000V8dmAAC|2021-07-01|2022-06-30|2021-07-01|2021-01-26|Open|Marketing|0.0|0.0|EUR| | |Profound even-keeled contingency
00609000002J2P5AAK|00109000005fvMSAAY|Upsell|00509000000V8euAAC|2021-07-01|2022-06-30|2021-07-01|2021-01-21|Won|Marketing|0.0|29248.260000000002|EUR| |Embedded Analytics for Software Companies|Front-line systemic synergy
00609000002J50OAAS|00109000005fsIbAAI|Renew|00509000003zITvAAM|2021-07-01|2022-06-30|2021-07-01|2021-01-26|Open|Marketing|0.0|0.0|EUR| | |Right-sized upward-trending strategy
00609000002J4z2AAC|00109000005fsQTAAY|Renew|00509000000V8dcAAC|2021-07-28|2022-07-27|2021-07-28|2021-01-26|Open|Marketing|0.0|0.0|EUR| | |Future-proofed cohesive pricing structure
00609000002J4zZAAS|00109000005ftAfAAI|Renew|00509000000V8dmAAC|2021-07-01|2022-06-30|2021-07-01|2021-01-26|Open|Marketing|0.0|0.0|EUR| | |Versatile user-facing contingency
00609000002Iy8eAAC|00109000005fwCxAAI|Upsell|00509000000V8euAAC|2021-08-18|2022-08-17|2021-08-18|2021-01-18|Won|Marketing|15.59|16383.79|EUR| |Embedded Analytics for Software Companies|Multi-layered responsive strategy
00609000002JYsYAAW|00109000005fuoWAAQ|Renew|00509000000WaNTAA0|2021-08-01|2022-07-31|2021-08-01|2021-02-17|Open|Marketing|0.0|0.0|EUR| | |Sharable grid-enabled circuit
00609000002JYq8AAG|00109000005fs5LAAQ|Renew|00509000000WaNTAA0|2021-08-01|2022-07-31|2021-08-01|2021-02-17|Open|Marketing|0.0|0.0|EUR| | |Managed uniform database
00609000007UoNcAAK|00109000005fzyzAAA|Renew|00509000000WaP5AAK|2021-08-01|2022-07-31|2021-08-01|2021-04-13|Open|Marketing|0.0|27456.85|EUR| | |Profit-focused real-time installation
00609000002J50sAAC|00109000005fuAWAAY|Renew|00509000000V8drAAC|2021-09-29|2022-09-28|2021-09-29|2021-01-26|Open|Marketing|0.0|0.0|EUR| | |Devolved value-added process improvement
00609000002JYptAAG|00109000005fvB2AAI|Renew|00509000000WaP5AAK|2021-09-01|2022-08-31|2021-09-01|2021-02-17|Open|Marketing|0.0|0.0|EUR| | |Automated leadingedge protocol
00609000002JYr6AAG|00109000005fyr8AAA|Renew|00509000000WaP5AAK|2021-09-01|2022-08-31|2021-09-01|2021-02-17|Open|Marketing|0.0|0.0|EUR| | |Profit-focused grid-enabled superstructure
00609000002JDQVAA4|00109000005fyOhAAI|Renew|00509000000WaPtAAK|2021-09-21|2022-09-20|2021-09-21|2021-02-02|Open|Marketing|0.0|0.0|EUR| |Embedded Analytics for Software Companies|Ergonomic mobile moratorium
00609000002JYqIAAW|00109000005fvu0AAA|Renew|00509000000WaKkAAK|2021-09-01|2022-08-31|2021-09-01|2021-02-17|Open|Marketing|0.0|0.0|USD| |Embedded Analytics for Software Companies|Open-architected optimal focus group
00609000002JYpFAAW|00109000005fzynAAA|Renew|00509000000WaMQAA0|2021-09-01|2022-08-31|2021-09-01|2021-02-17|Open|Marketing|0.0|0.0|EUR| | |Visionary asymmetric function
00609000002JYtMAAW|00109000005fu9JAAQ|Renew|00509000000WaNTAA0|2021-09-01|2022-08-31|2021-09-01|2021-02-17|Open|Marketing|0.0|0.0|EUR| | |Universal impactful pricing structure
00609000002J50gAAC|00109000005fsXTAAY|Renew|00509000000V8drAAC|2021-09-12|2022-09-11|2021-09-12|2021-01-26|Open|Marketing|0.0|0.0|EUR| | |Switchable actuating benchmark
00609000002JYsOAAW|00109000005fy38AAA|Renew|00509000000WaP5AAK|2021-09-01|2022-08-31|2021-09-01|2021-02-17|Open|Marketing|0.0|0.0|EUR| | |Customizable intangible function
00609000002JYqrAAG|00109000005fwCxAAI|Renew|00509000000WaM6AAK|2021-09-21|2022-09-20|2021-09-21|2021-02-17|Open|Marketing|0.0|0.0|EUR| |Embedded Analytics for Software Companies|Managed 6thgeneration Internet solution
00609000002JYtbAAG|00109000005fwh9AAA|Renew|00509000000WaKkAAK|2021-09-20|2022-09-19|2021-09-20|2021-02-17|Open|Marketing|0.0|0.0|EUR| |Embedded Analytics for Software Companies|Automated regional budgetary management
00609000002JDQfAAO|00109000005fznPAAQ|Renew|00509000000WaPtAAK|2021-09-23|2022-09-22|2021-09-23|2021-02-02|Open|Marketing|0.0|0.0|EUR| | |Synchronized secondary projection
00609000002JYqwAAG|00109000005fwDkAAI|Renew|00509000000WaKkAAK|2021-09-09|2022-09-08|2021-05-09|2021-02-17|Open|Marketing|0.0|25547.98|EUR| |Embedded Analytics for Software Companies|Function-based contextually-based task-force
00609000002J4zJAAS|00109000005fsnpAAA|Renew|00509000000V8dcAAC|2021-09-23|2022-09-22|2021-09-23|2021-01-26|Open|Marketing|0.0|0.0|EUR| | |Operative bifurcated service-desk
00609000002J50hAAC|00109000005fspBAAQ|Renew|00509000000V8dXAAS|2021-09-15|2022-09-14|2021-09-15|2021-01-26|Open|Marketing|0.0|0.0|EUR| | |Expanded multi-tasking orchestration
00609000002JYtCAAW|00109000005fxcwAAA|Renew|00509000000WaM6AAK|2021-10-01|2022-09-30|2021-10-01|2021-02-17|Open|Marketing|0.0|0.0|EUR| |Embedded Analytics for Software Companies|Inverse bifurcated circuit
00609000002JDQgAAO|00109000005fyiOAAQ|Renew|00509000000WaPtAAK|2021-10-01|2022-09-30|2021-10-01|2021-02-02|Open|Marketing|0.0|0.0|EUR| |Embedded Analytics for Software Companies|Profound transitional intranet
00609000002J4zDAAS|00109000005fvEbAAI|Renew|00509000000V8dSAAS|2021-10-01|2022-09-30|2021-10-01|2021-01-26|Open|Marketing|0.0|0.0|EUR| | |Reactive maximized Local Area Network
00609000002J50GAAS|00109000005fsjiAAA|Renew|00509000000V8drAAC|2021-10-26|2022-10-25|2021-10-26|2021-01-26|Open|Marketing|0.0|0.0|EUR| | |Extended intangible toolset
00609000002J4zBAAS|00109000005ftzjAAA|Renew|00509000000V8dmAAC|2021-10-20|2022-10-19|2021-10-20|2021-01-26|Open|Marketing|0.0|0.0|EUR| | |Profound modular data-warehouse
00609000002J50cAAC|00109000005fyjGAAQ|Renew|00509000000V8dXAAS|2021-10-12|2022-10-11|2021-10-12|2021-01-26|Open|Marketing|0.0|0.0|EUR| | |Quality-focused content-based support
00609000002JDQMAA4|00109000005fxoTAAQ|Renew|00509000000WaPtAAK|2021-10-01|2022-09-30|2021-10-01|2021-02-02|Open|Marketing|0.0|0.0|EUR| |Embedded Analytics for Software Companies|Upgradable reciprocal ability
00609000002JYpjAAG|00109000005g107AAA|Renew|00509000000WaNTAA0|2021-10-15|2022-10-14|2021-10-15|2021-02-17|Open|Marketing|0.0|0.0|EUR| | |De-engineered multi-tasking parallelism
00609000002JYr1AAG|00109000005fykEAAQ|Renew|00509000000WaKkAAK|2021-10-12|2022-10-11|2021-10-12|2021-02-17|Open|Marketing|0.0|0.0|EUR| |Embedded Analytics for Software Companies|Organic discrete strategy
00609000002J50eAAC|00109000005fvFZAAY|Renew|00509000000V8dXAAS|2021-10-01|2022-09-30|2021-10-01|2021-01-26|Open|Marketing|0.0|0.0|EUR| |Embedded Analytics for Software Companies|Customer-focused zero-defect approach
00609000002J50NAAS|00109000005fsjtAAA|Renew|00509000003zITvAAM|2021-11-28|2022-11-27|2021-11-28|2021-01-26|Open|Marketing|0.0|0.0|EUR| | |Down-sized zero-defect matrix
00609000002JYqXAAW|00109000005fyc1AAA|Renew|00509000000WaKkAAK|2021-11-02|2022-11-01|2021-11-02|2021-02-17|Open|Marketing|0.0|0.0|EUR| |Embedded Analytics for Software Companies|Quality-focused web-enabled neural-net
00609000002J4yeAAC|00109000005fshdAAA|Renew|00509000000V8dmAAC|2021-11-05|2022-11-04|2021-11-05|2021-01-26|Open|Marketing|0.0|0.0|EUR| | |Reverse-engineered bi-directional algorithm
00609000002J50jAAC|00109000005fu67AAA|Renew|00509000000V8dSAAS|2021-11-01|2022-10-31|2021-11-01|2021-01-26|Open|Marketing|0.0|0.0|EUR| | |Extended asynchronous encryption
00609000002J4xNAAS|00109000005ftqaAAA|Renew|00509000000V8dcAAC|2021-11-01|2022-10-31|2021-11-01|2021-01-26|Open|Marketing|0.0|0.0|EUR| | |Streamlined asymmetric function
00609000002J515AAC|00109000005fydAAAQ|Renew|00509000003zITvAAM|2021-11-30|2022-11-29|2021-11-30|2021-01-26|Open|Marketing|0.0|0.0|EUR| |Embedded Analytics for Software Companies|Total tangible superstructure
00609000002J50WAAS|00109000005fsIIAAY|Renew|00509000000V8dXAAS|2021-11-13|2022-11-12|2021-11-13|2021-01-26|Open|Marketing|0.0|0.0|EUR| | |Extended upward-trending groupware
00609000002J50dAAC|00109000005ft8DAAQ|Renew|00509000003zITvAAM|2021-11-14|2022-11-13|2021-11-14|2021-01-26|Open|Marketing|0.0|0.0|EUR| | |Optimized multimedia installation
00609000002JYsJAAW|00109000005ftRBAAY|Renew|00509000000WaKkAAK|2021-11-23|2022-11-22|2021-11-23|2021-02-17|Open|Marketing|0.0|0.0|EUR| | |Universal uniform Internet solution
00609000002J4zTAAS|00109000005fshdAAA|Renew|00509000000V8dmAAC|2021-11-20|2022-11-19|2021-11-20|2021-01-26|Open|Marketing|0.0|0.0|EUR| | |Profound actuating structure
00609000002JLeOAAW|00109000005fsnpAAA|Renew|00509000000V8dcAAC|2021-11-07|2022-11-06|2021-11-07|2021-02-03|Open|Marketing|0.0|0.0|EUR| | |Automated actuating flexibility
00609000002J50aAAC|00109000005fyiDAAQ|Renew|00509000000WaKkAAK|2021-11-16|2022-11-15|2021-11-16|2021-01-26|Open|Marketing|0.0|0.0|EUR| | |Secured tertiary policy
00609000002JYsTAAW|00109000005ftG2AAI|Renew|00509000000WaNTAA0|2021-11-18|2022-11-17|2021-11-18|2021-02-17|Open|Marketing|0.0|0.0|EUR| |Embedded Analytics for Software Companies|Decentralized value-added array
00609000002J51yAAC|00109000005ftybAAA|Renew|00509000000V8drAAC|2021-11-03|2022-11-02|2021-11-03|2021-01-26|Open|Marketing|0.0|0.0|EUR| | |Devolved executive attitude
00609000002JDQQAA4|00109000005g25fAAA|Renew|00509000000WaPtAAK|2021-12-18|2022-12-17|2021-12-18|2021-02-02|Open|Marketing|0.0|0.0|EUR| |Embedded Analytics for Software Companies|Intuitive directional moratorium
00609000002J50VAAS|00109000005ftjRAAQ|Renew|00509000000V8drAAC|2021-12-12|2022-12-11|2021-12-12|2021-01-26|Open|Marketing|0.0|0.0|EUR| | |Progressive clear-thinking projection
